Artist Name,Spotify ID,Spotify URL,Market
Ajay-Atul,5fvTHKKzW44A9867nPDocM,https://open.spotify.com/artist/5fvTHKKzW44A9867nPDocM,IN
G-SPXRK,7BcFJxi62f6cbPyxdTZGll,https://open.spotify.com/artist/7BcFJxi62f6cbPyxdTZGll,IN
Sonali Sonawane,4SG93C6umdFmpTKj9glUh3,https://open.spotify.com/artist/4SG93C6umdFmpTKj9glUh3,IN
Shankar Mahadevan,1SJOL9HJ08YOn92lFcYf8a,https://open.spotify.com/artist/1SJOL9HJ08YOn92lFcYf8a,IN
Marathi,53cXkFAEPHMZgNalK59rDB,https://open.spotify.com/artist/53cXkFAEPHMZgNalK59rDB,IN
Preet Bandre,53vx7sCjX8Ll1I0H59ZDr2,https://open.spotify.com/artist/53vx7sCjX8Ll1I0H59ZDr2,IN
Sachin Pilgaonkar,0QBWnWqBwxjC1FHlUo55lV,https://open.spotify.com/artist/0QBWnWqBwxjC1FHlUo55lV,IN
Ajit Kadkade,1D5dS1JSxhpLBfYkQ9EMwN,https://open.spotify.com/artist/1D5dS1JSxhpLBfYkQ9EMwN,IN
Bhaiya More,4B6IaXqo4Yq0kUeUFRjya6,https://open.spotify.com/artist/4B6IaXqo4Yq0kUeUFRjya6,IN
Vijay Bhate,4e7fpizWnn5UzKBzZ4zl4f,https://open.spotify.com/artist/4e7fpizWnn5UzKBzZ4zl4f,IN
Mahesh Hiremath,3bXd6shaMKDPF6ypJrbulF,https://open.spotify.com/artist/3bXd6shaMKDPF6ypJrbulF,IN
Sanket Gurav,6auFxXWRND1WYlRzEYY5Zr,https://open.spotify.com/artist/6auFxXWRND1WYlRzEYY5Zr,IN
Suhas Munde,5XxELUwPec9vasBL2mgaOW,https://open.spotify.com/artist/5XxELUwPec9vasBL2mgaOW,IN
Anupama,1mMKKbLFrIqfOzLqFuGBRt,https://open.spotify.com/artist/1mMKKbLFrIqfOzLqFuGBRt,IN
DJ MHD IND,2YpNsPpoWV4shQrSGbJtrd,https://open.spotify.com/artist/2YpNsPpoWV4shQrSGbJtrd,IN
Pawan Singh,1T7MiVJ2MJlR5GKi11w4VT,https://open.spotify.com/artist/1T7MiVJ2MJlR5GKi11w4VT,IN
Khesari Lal Yadav,69WMBCOrVeaxtZJCowDJ0a,https://open.spotify.com/artist/69WMBCOrVeaxtZJCowDJ0a,IN
Neelkamal Singh,2pywmTkxO0H1CY8ZXSJTSC,https://open.spotify.com/artist/2pywmTkxO0H1CY8ZXSJTSC,IN
Shilpi Raj,12HVwm3qt6gOkKhDoj00m4,https://open.spotify.com/artist/12HVwm3qt6gOkKhDoj00m4,IN
Samar Singh,001Ju8fxqMbobN0xjX7XPL,https://open.spotify.com/artist/001Ju8fxqMbobN0xjX7XPL,IN
Shivani Singh,22bsH6ya7Wbrlf9Snsw8q3,https://open.spotify.com/artist/22bsH6ya7Wbrlf9Snsw8q3,IN
Awadhesh Premi Yadav,5SOqYCvEwbvilS0VSRO5mE,https://open.spotify.com/artist/5SOqYCvEwbvilS0VSRO5mE,IN
Bhojpuri Gana,4N597lRaGLGgBQLwZ1G8Kc,https://open.spotify.com/artist/4N597lRaGLGgBQLwZ1G8Kc,IN
Kalpana Patowary,1RMmK2dEtVEbhSV7qvSXJ1,https://open.spotify.com/artist/1RMmK2dEtVEbhSV7qvSXJ1,IN
Bhojpuri,0Ms8s7rKhJG0JP6foEI5zs,https://open.spotify.com/artist/0Ms8s7rKhJG0JP6foEI5zs,IN
Golu Gold,6donQuEdNWocAz3eppyoP9,https://open.spotify.com/artist/6donQuEdNWocAz3eppyoP9,IN
Anupma Yadav,1npM7bcqlGK4UpD5LDLnEm,https://open.spotify.com/artist/1npM7bcqlGK4UpD5LDLnEm,IN
Chand Jee,2HAuGxIWzSAUbnJdsg9iV6,https://open.spotify.com/artist/2HAuGxIWzSAUbnJdsg9iV6,IN
Madhukar Anand,56EYJpiVegJzwnteP5z6YF,https://open.spotify.com/artist/56EYJpiVegJzwnteP5z6YF,IN
Vinay Vinayak,4wyaxNPD3YzvtZzkZIVjJp,https://open.spotify.com/artist/4wyaxNPD3YzvtZzkZIVjJp,IN
Narender Bhagana,6Fom93njgQmfWGslEx76dE,https://open.spotify.com/artist/6Fom93njgQmfWGslEx76dE,IN
DJ Harshit Shah,2tj8mpAYuA0p3XjIUhviMG,https://open.spotify.com/artist/2tj8mpAYuA0p3XjIUhviMG,IN
Shubham Raj (SBR),1pL9FYc9SfCnnokFNrqqUp,https://open.spotify.com/artist/1pL9FYc9SfCnnokFNrqqUp,IN
R Jay Kang,6A0b4OvZLNt9Eqe20iLPjn,https://open.spotify.com/artist/6A0b4OvZLNt9Eqe20iLPjn,IN
Ashutosh Tiwari,6031CfLPUBhBO6JAu7eEKM,https://open.spotify.com/artist/6031CfLPUBhBO6JAu7eEKM,IN
Peter Cat Recording Co.,41Nu7NgAj9rJxjj7JDuXrV,https://open.spotify.com/artist/41Nu7NgAj9rJxjj7JDuXrV,IN
The Yellow Diary,6xlrAAgxcRlgCXnbg2hcFc,https://open.spotify.com/artist/6xlrAAgxcRlgCXnbg2hcFc,IN
Saaheal,29S4JzoFUP1MCyMgKd83zM,https://open.spotify.com/artist/29S4JzoFUP1MCyMgKd83zM,IN
Lifafa,6i50rQJbETLRREwFn3plcw,https://open.spotify.com/artist/6i50rQJbETLRREwFn3plcw,IN
Kushagra,2IKfr1JgPRXmXKAWwrABc6,https://open.spotify.com/artist/2IKfr1JgPRXmXKAWwrABc6,IN
Arpit Bala,6qtADmCOQ6a9NlpMULzJj9,https://open.spotify.com/artist/6qtADmCOQ6a9NlpMULzJj9,IN
Shashwat Sachdev,465OXuCU8YZNmVG1leLwQ9,https://open.spotify.com/artist/465OXuCU8YZNmVG1leLwQ9,IN
